Name1,Genre,Year,platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Company
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP DS,Misc,2011,DS,Plenty,0,0,0.02,0,0.02,Nintendo
Hakuouki: Yuugi Roku DS DS,Adventure,2011,DS,Idea Factory,0,0,0.02,0,0.02,Nintendo
Timmy Time DS,Action,2011,DS,Avanquest,0,0.02,0,0,0.02,Nintendo
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book DS,Misc,2011,DS,Disney Interactive Studios,0,0,0.02,0,0.02,Nintendo
Usavichi: Game no Jikan DS,Action,2011,DS,Namco Bandai Games,0,0,0.02,0,0.02,Nintendo
Sora no Otoshimono Forte: Dreamy Season DS,Adventure,2011,DS,Kadokawa Shoten,0,0,0.02,0,0.02,Nintendo
Germany's Next Topmodel 2011 DS,Simulation,2011,DS,7G//AMES,0,0.01,0,0,0.02,Nintendo
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi DS,Role-Playing,2011,DS,Unknown,0,0,0.01,0,0.01,Nintendo
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome! DS,Misc,2011,DS,Namco Bandai Games,0,0,0.01,0,0.01,Nintendo
Dengeki Gakuen RPG: Cross of Venus Special DS,Role-Playing,2011,DS,ASCII Media Works,0,0,0.01,0,0.01,Nintendo
Real Crimes: The Unicorn Killer DS,Puzzle,2011,DS,Unknown,0,0.01,0,0,0.01,Nintendo
Rio DS,Misc,2011,DS,THQ,0.12,0.03,0,0.01,0.16,Nintendo
Plants vs. Zombies DS,Strategy,2011,DS,Mastertronic,0.9,0.12,0,0.08,1.1,Nintendo
Shin Megami Tensei: Devil Survivor 2 DS,Role-Playing,2011,DS,Ghostlight,0.16,0.01,0.12,0.01,0.31,Nintendo
Phineas and Ferb: Across the 2nd Dimension DS,Action,2011,DS,Disney Interactive Studios,0.31,0.18,0,0.05,0.54,Nintendo
Camping Mama: Outdoor Adventures DS,Simulation,2011,DS,505 Games,0.12,0.05,0,0.02,0.18,Nintendo
Emily the Strange: Strangerous DS,Action,2011,DS,DTP Entertainment,0.04,0.02,0,0.01,0.07,Nintendo
Wipeout 2 DS,Misc,2011,DS,Activision,0.23,0,0,0.02,0.25,Nintendo
Challenge Me: Word Puzzles DS,Puzzle,2011,DS,O-Games,0.03,0,0,0,0.03,Nintendo
Petz Bunnyz Bunch DS,Simulation,2011,DS,Ubisoft,0.05,0,0,0,0.05,Nintendo
DreamWorks Super Star Kartz DS,Racing,2011,DS,Activision,0.08,0.03,0,0.01,0.13,Nintendo
Generator Rex: Agent of Providence DS,Action,2011,DS,Activision,0.05,0.01,0,0.01,0.07,Nintendo
Harry Potter and the Deathly Hallows - Part 2 DS,Action,2011,DS,Electronic Arts,0.1,0.09,0,0.02,0.21,Nintendo
Kirby: Mass Attack DS,Platform,2011,DS,Nintendo,0.48,0.06,0.41,0.05,0.99,Nintendo
The Smurfs DS,Action,2011,DS,Ubisoft,0.23,0.14,0,0.04,0.41,Nintendo
Ben 10 Galactic Racing DS,Racing,2011,DS,D3Publisher,0.09,0.03,0,0.01,0.13,Nintendo
Rec Room Games DS,Sports,2011,DS,Destineer,0.07,0,0,0,0.07,Nintendo
Monster Tale DS,Platform,2011,DS,Majesco Entertainment,0.06,0,0,0,0.06,Nintendo
Wappy Dog DS,Simulation,2011,DS,Activision,0.26,0,0,0.02,0.28,Nintendo
Lalaloopsy DS,Simulation,2011,DS,Activision,0.51,0.1,0,0.06,0.66,Nintendo
ZhuZhu Puppies DS,Simulation,2011,DS,Activision,0.12,0.03,0,0.01,0.17,Nintendo
ZhuZhu Babies DS,Simulation,2011,DS,Activision,0.06,0.01,0,0.01,0.08,Nintendo
Squinkies DS,Misc,2011,DS,Activision,0.26,0.02,0,0.02,0.3,Nintendo
Moshi Monsters: Moshling Zoo DS,Misc,2011,DS,Activision,0.37,0.96,0,0.21,1.54,Nintendo
Thor: God of Thunder DS,Action,2011,DS,Sega,0.08,0.03,0,0.01,0.12,Nintendo
Ben 10 Triple Pack DS,Misc,2011,DS,D3Publisher,0.12,0.11,0,0.02,0.25,Nintendo
I Spy: Castle DS,Puzzle,2011,DS,Scholastic Inc.,0.16,0,0,0.01,0.17,Nintendo
You Don't Know Jack DS,Misc,2011,DS,THQ,0.06,0,0,0,0.06,Nintendo
Monster High: Ghoul Spirit DS,Misc,2011,DS,THQ,0.69,0.16,0,0.07,0.92,Nintendo
Puss in Boots DS,Action,2011,DS,THQ,0.08,0.01,0,0.01,0.1,Nintendo
Power Rangers Samurai DS,Action,2011,DS,Namco Bandai Games,0.26,0.04,0,0.02,0.32,Nintendo
Emily Archer and the Curse of Tutankhamun DS,Adventure,2011,DS,Mastertronic,0,0.02,0,0,0.03,Nintendo
Bakugan: Rise of the Resistance DS,Strategy,2011,DS,Activision,0.05,0.02,0,0.01,0.08,Nintendo
Beastly Frantic Foto DS,Puzzle,2011,DS,Storm City Games,0.04,0,0,0,0.04,Nintendo
LEGO Battles: Ninjago DS,Strategy,2011,DS,Warner Bros. Interactive Entertainment,1.02,0.32,0,0.11,1.45,Nintendo
Jewel Quest IV: Heritage DS,Puzzle,2011,DS,iWin,0,0.05,0,0.01,0.06,Nintendo
Disney Princess: Enchanting Storybooks DS,Misc,2011,DS,THQ,0.07,0.03,0,0.01,0.12,Nintendo
X-Men: Destiny DS,Action,2011,DS,Activision,0.05,0.01,0,0,0.06,Nintendo
Major League Baseball 2K11 DS,Sports,2011,DS,Take-Two Interactive,0.08,0,0,0.01,0.09,Nintendo
Rango: The Video Game DS,Action,2011,DS,Electronic Arts,0.07,0.03,0,0.01,0.11,Nintendo
Murder in Venice DS,Adventure,2011,DS,City Interactive,0.05,0.02,0,0.01,0.08,Nintendo
Chronicles of Mystery: The Secret Tree of Life DS,Adventure,2011,DS,City Interactive,0.03,0.04,0,0.01,0.07,Nintendo
Jewels of the Ages DS,Puzzle,2011,DS,City Interactive,0.03,0.02,0,0.01,0.06,Nintendo
100 Classic Games DS,Misc,2011,DS,Rondomedia,0,0.03,0,0,0.04,Nintendo
Vampire Mansion: Linda Hyde DS,Adventure,2011,DS,Unknown,0,0.02,0,0,0.02,Nintendo
Mystery Tales 2: The Spirit Mask DS,Puzzle,2011,DS,Unknown,0,0.02,0,0,0.02,Nintendo
Green Lantern: Rise of the Manhunters DS,Action,2011,DS,Warner Bros. Interactive Entertainment,0.07,0.02,0,0.01,0.11,Nintendo
The Magic School Bus: Oceans DS,Adventure,2011,DS,Scholastic Inc.,0.2,0,0,0.02,0.21,Nintendo
de Blob 2 DS,Platform,2011,DS,THQ,0.08,0.02,0,0.01,0.11,Nintendo
Veggy World DS,Shooter,2011,DS,Jack of All Games,0.02,0,0,0,0.02,Nintendo
Hoppie DS,Platform,2011,DS,Jack of All Games,0.02,0,0,0,0.02,Nintendo
Pucca Power Up DS,Platform,2011,DS,Rising Star Games,0.04,0.01,0,0,0.05,Nintendo
Jewel Legends: Tree of Life DS,Puzzle,2011,DS,Rising Star Games,0,0.04,0,0.01,0.05,Nintendo
Jewel Master: Cradle Of Rome 2 DS,Puzzle,2011,DS,Rising Star Games,0,0.02,0,0,0.02,Nintendo
LEGO Star Wars III: The Clone Wars DS,Action,2011,DS,LucasArts,0.61,0.38,0,0.1,1.09,Nintendo
LEGO Pirates of the Caribbean: The Video Game DS,Action,2011,DS,Disney Interactive Studios,0.34,0.46,0,0.1,0.9,Nintendo
1001 Touch Games DS,Action,2011,DS,Avanquest,0.11,0.16,0,0.04,0.31,Nintendo
Mystery Stories: Curse of the Ancient Spirits DS,Adventure,2011,DS,GSP,0.04,0.04,0,0.01,0.09,Nintendo
thinkSMART: Chess for Kids DS,Misc,2011,DS,Mentor Interactive,0.01,0,0,0,0.01,Nintendo
Jewel Time Deluxe DS,Puzzle,2011,DS,O-Games,0.04,0.03,0,0.01,0.07,Nintendo
Junior Mystery Quest DS,Puzzle,2011,DS,GSP,0.07,0.01,0,0.01,0.08,Nintendo
Victorious: Hollywood Arts Debut DS,Misc,2011,DS,D3Publisher,0.13,0.01,0,0.01,0.15,Nintendo
Alvin and the Chipmunks: Chipwrecked DS,Misc,2011,DS,505 Games,0.06,0.03,0,0.01,0.1,Nintendo
Nickelodeon Team Umizoomi DS,Action,2011,DS,Take-Two Interactive,0.42,0,0,0.03,0.45,Nintendo
DaGeDar DS,Action,2011,DS,GameMill Entertainment,0.08,0,0,0.01,0.08,Nintendo
Fishdom DS,Puzzle,2011,DS,Atari,0.05,0,0,0,0.05,Nintendo
Gem Quest: 4 Elements DS,Puzzle,2011,DS,Mastertronic,0.05,0.05,0,0.01,0.1,Nintendo
Cake Mania: Main Street DS,Simulation,2011,DS,Majesco Entertainment,0.08,0,0,0.01,0.09,Nintendo
Moxie Girlz DS,Misc,2011,DS,GameMill Entertainment,0.07,0,0,0,0.07,Nintendo
Johnny Test DS,Platform,2011,DS,505 Games,0.06,0,0,0,0.06,Nintendo
Aliens: Infestation DS,Action,2011,DS,Sega,0.09,0.05,0,0.02,0.16,Nintendo
May's Mystery: Forbidden Memories DS,Puzzle,2011,DS,Mastertronic,0.04,0.04,0,0.01,0.09,Nintendo
Spider-Man: Edge of Time DS,Action,2011,DS,Activision,0.12,0.01,0,0.01,0.14,Nintendo
Pinkalicious DS,Misc,2011,DS,GameMill Entertainment,0.25,0,0,0.02,0.27,Nintendo
Pillow Pets DS,Adventure,2011,DS,GameMill Entertainment,0.08,0,0,0.01,0.09,Nintendo
Junior Island Adventure DS,Puzzle,2011,DS,Unknown,0.03,0,0,0,0.03,Nintendo
The Legend of Zelda: Ocarina of Time 3DS,Action,2011,3DS,Nintendo,2.09,1.31,0.62,0.31,4.33,Nintendo
Nintendogs + cats 3DS,Simulation,2011,3DS,Nintendo,1.44,1.41,0.73,0.27,3.85,Nintendo
Monster Hunter Tri 3DS,Role-Playing,2011,3DS,Nintendo,0.46,0.29,1.96,0.07,2.79,Nintendo
Professor Layton and the Mask of Miracle 3DS,Puzzle,2011,3DS,Nintendo,0.32,0.97,0.36,0.13,1.79,Nintendo
Inazuma Eleven GO 3DS,Role-Playing,2011,3DS,Nintendo,0,0.05,0.48,0,0.53,Nintendo
FIFA 12 3DS,Sports,2011,3DS,Electronic Arts,0.08,0.26,0,0.05,0.39,Nintendo
Raving Rabbids: Travel in Time 3D 3DS,Platform,2011,3DS,Ubisoft,0.11,0.23,0,0.04,0.38,Nintendo
Cars 2 3DS,Racing,2011,3DS,Disney Interactive Studios,0.21,0,0,0.02,0.23,Nintendo
Transformers: Dark of the Moon 3DS,Action,2011,3DS,Activision,0.16,0.04,0,0.02,0.21,Nintendo
Pac-Man & Galaga Dimensions 3DS,Misc,2011,3DS,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,Nintendo
Michael Jackson: The Experience 3D 3DS,Misc,2011,3DS,Ubisoft,0.13,0.03,0,0.01,0.17,Nintendo
SD Gundam G Generation 3D 3DS,Role-Playing,2011,3DS,Namco Bandai Games,0,0,0.16,0,0.16,Nintendo
Senran Kagura: Sh?jo-tachi no Shinei 3DS,Action,2011,3DS,Marvelous Interactive,0,0,0.16,0,0.16,Nintendo
The Oregon Trail 3DS,Simulation,2011,3DS,Crave Entertainment,0.12,0,0,0.01,0.13,Nintendo
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan 3DS,Role-Playing,2011,3DS,Square Enix,0,0,0.13,0,0.13,Nintendo
Puyo Puyo!! 20th Anniversary 3DS,Puzzle,2011,3DS,Sega,0,0,0.13,0,0.13,Nintendo
Happy Feet Two 3DS,Action,2011,3DS,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01,0.11,Nintendo
Naruto Shippuden 3D: The New Era 3DS,Action,2011,3DS,505 Games,0,0.04,0.06,0.01,0.11,Nintendo
Pro Yaky? Spirits 2011 3DS,Sports,2011,3DS,Konami Digital Entertainment,0,0,0.07,0,0.07,Nintendo
"Horrid Henry: The Good, The Bad and The Bugly 3DS",Platform,2011,3DS,Asylum Entertainment,0,0.06,0,0.01,0.07,Nintendo
Nicola Kanshuu: Model * Oshare Audition 2 3DS,Action,2011,3DS,Alchemist,0,0,0.06,0,0.06,Nintendo
Yuugen Gaisha Brave Company 3DS,Strategy,2011,3DS,Namco Bandai Games,0,0,0.06,0,0.06,Nintendo
Ken to Mahou to Gakuen Mono. 3D 3DS,Role-Playing,2011,3DS,Acquire,0,0,0.06,0,0.06,Nintendo
Pro Yakyuu Famista 2011 3DS,Sports,2011,3DS,Namco Bandai Games,0,0,0.06,0,0.06,Nintendo
Nazo Waku Yakata: Oto no Ma ni Ma ni 3DS,Misc,2011,3DS,Capcom,0,0,0.05,0,0.05,Nintendo
Hana to Ikimo no Rittai Zukan 3DS,Misc,2011,3DS,Nintendo,0,0,0.04,0,0.04,Nintendo
Riding Stables: The Whitakers present Milton and Friends 3DS,Sports,2011,3DS,DTP Entertainment,0,0.04,0,0,0.04,Nintendo
FabStyle 3DS,Strategy,2011,3DS,Tecmo Koei,0,0,0.03,0,0.03,Nintendo
Pro Evolution Soccer 2012 3DS,Action,2011,3DS,Konami Digital Entertainment,0.02,0,0,0,0.03,Nintendo
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!! 3DS,Action,2011,3DS,Namco Bandai Games,0,0,0.02,0,0.02,Nintendo
PachiPara 3D 3DS,Misc,2011,3DS,Irem Software Engineering,0,0,0.02,0,0.02,Nintendo
Order Up!! 3DS,Action,2011,3DS,Funbox Media,0,0.01,0,0,0.01,Nintendo
Nintendogs and Cats Golden Retriever and New Friends 3DS,Action,2011,3DS,Nintendo,0,0.01,0,0,0.01,Nintendo
Puppies 3D 3DS,Misc,2011,3DS,Ubisoft,0.08,0.04,0,0.01,0.13,Nintendo
WWE All Stars 3DS,Fighting,2011,3DS,THQ,0.15,0.06,0,0.02,0.23,Nintendo
Marvel Super Hero Squad: The Infinity Gauntlet 3DS,Action,2011,3DS,THQ,0.07,0.02,0,0.01,0.1,Nintendo
Super Monkey Ball 3D 3DS,Action,2011,3DS,Sega,0.26,0.15,0.05,0.04,0.49,Nintendo
Bust-A-Move Universe 3DS,Puzzle,2011,3DS,Square Enix,0.08,0.15,0.06,0.03,0.31,Nintendo
Shin Megami Tensei: Devil Survivor Overclocked 3DS,Role-Playing,2011,3DS,Ghostlight,0.28,0.01,0.06,0.03,0.38,Nintendo
Pinball Hall of Fame: The Williams Collection 3DS,Misc,2011,3DS,Crave Entertainment,0.09,0,0,0.01,0.1,Nintendo
Unchained Blades  3DS,Role-Playing,2011,3DS,FuRyu,0,0,0.04,0,0.04,Nintendo
Heavy Fire: The Chosen Few 3D 3DS,Shooter,2011,3DS,Mastiff,0.02,0,0,0,0.02,Nintendo
Spider-Man: Edge of Time 3DS,Action,2011,3DS,Activision,0.08,0.03,0,0.01,0.12,Nintendo
Super Street Fighter IV: 3D Edition 3DS,Fighting,2011,3DS,Capcom,0.55,0.44,0.14,0.09,1.21,Nintendo
Resident Evil: The Mercenaries 3D 3DS,Action,2011,3DS,Capcom,0.16,0.16,0.13,0.03,0.49,Nintendo
Pro Evolution Soccer 2011 3D 3DS,Sports,2011,3DS,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,Nintendo
Wipeout 2 3DS,Misc,2011,3DS,Activision,0.22,0,0,0.01,0.23,Nintendo
Outdoors Unleashed: Alaska 3D 3DS,Sports,2011,3DS,Mastiff,0.01,0,0,0,0.01,Nintendo
Outdoors Unleashed: Africa 3D 3DS,Sports,2011,3DS,Mastiff,0.01,0,0,0,0.01,Nintendo
Reel Fishing Paradise 3D 3DS,Sports,2011,3DS,Marvelous Interactive,0.12,0,0.06,0.01,0.19,Nintendo
Cave Story 3D 3DS,Platform,2011,3DS,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,Nintendo
Nano Assault 3DS,Shooter,2011,3DS,Majesco Entertainment,0.08,0,0,0.01,0.08,Nintendo
Mahjong Cub3D 3DS,Puzzle,2011,3DS,Sunsoft,0.07,0,0.02,0,0.09,Nintendo
Angler's Club: Ultimate Bass Fishing 3D 3DS,Sports,2011,3DS,D3Publisher,0,0.03,0,0,0.03,Nintendo
Combat of Giants: Dinosaurs 3D 3DS,Strategy,2011,3DS,Ubisoft,0.25,0.06,0.05,0.03,0.39,Nintendo
Tom Clancy's Ghost Recon: Shadow Wars 3DS,Strategy,2011,3DS,Ubisoft,0.22,0.09,0,0.03,0.34,Nintendo
Tom Clancy's Splinter Cell 3D 3DS,Action,2011,3DS,Ubisoft,0.14,0.07,0.07,0.02,0.3,Nintendo
James Noir's Hollywood Crimes 3DS,Adventure,2011,3DS,Ubisoft,0.07,0.07,0,0.01,0.15,Nintendo
NCIS 3D 3DS,Adventure,2011,3DS,Ubisoft,0.06,0.04,0,0.01,0.11,Nintendo
Driver: Renegade 3DS,Racing,2011,3DS,Ubisoft,0.05,0.04,0,0.01,0.09,Nintendo
Puzzler Mind Gym 3D 3DS,Puzzle,2011,3DS,Ubisoft,0.07,0,0,0.01,0.08,Nintendo
Generator Rex: Agent of Providence 3DS,Action,2011,3DS,Activision,0.07,0.02,0,0.01,0.1,Nintendo
Pokemon Rumble Blast 3DS,Action,2011,3DS,Nintendo,0.47,0.26,0.35,0.07,1.14,Nintendo
The Sims 3 3DS,Simulation,2011,3DS,Electronic Arts,0.3,0.37,0.03,0.07,0.76,Nintendo
Asphalt 3D 3DS,Racing,2011,3DS,Ubisoft,0.27,0.16,0.02,0.04,0.49,Nintendo
Super Mario 3D Land 3DS,Platform,2011,3DS,Nintendo,4.89,3,2.14,0.78,10.81,Nintendo
Star Fox 64 3D 3DS,Shooter,2011,3DS,Nintendo,0.48,0.27,0.13,0.06,0.94,Nintendo
Steel Diver 3DS,Action,2011,3DS,Nintendo,0.31,0.09,0.05,0.03,0.49,Nintendo
Doctor Lautrec and the Forgotten Knights 3DS,Adventure,2011,3DS,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,Nintendo
DreamWorks Super Star Kartz 3DS,Racing,2011,3DS,Activision,0.08,0.03,0,0.01,0.12,Nintendo
Frogger 3D 3DS,Action,2011,3DS,Konami Digital Entertainment,0.16,0.03,0,0.01,0.21,Nintendo
Madden NFL Football 3DS,Sports,2011,3DS,Electronic Arts,0.36,0.01,0,0.03,0.39,Nintendo
Dead or Alive: Dimensions 3DS,Fighting,2011,3DS,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45,Nintendo
SpongeBob SquigglePants 3D 3DS,Misc,2011,3DS,THQ,0.13,0.05,0,0.02,0.19,Nintendo
Centipede: Infestation 3DS,Shooter,2011,3DS,Atari,0.04,0,0,0,0.05,Nintendo
F1 2011 3DS,Racing,2011,3DS,Codemasters,0.07,0.08,0,0.02,0.16,Nintendo
Tetris Axis 3DS,Puzzle,2011,3DS,Tetris Online,0.2,0.13,0.06,0.03,0.43,Nintendo
Deca Sports Extreme 3DS,Sports,2011,3DS,Hudson Soft,0.08,0,0.03,0.01,0.12,Nintendo
DualPenSports 3DS,Sports,2011,3DS,Namco Bandai Games,0.05,0.05,0,0.01,0.11,Nintendo
Samurai Warriors Chronicles 3DS,Action,2011,3DS,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,Nintendo
Petz Fantasy 3D 3DS,Simulation,2011,3DS,Ubisoft,0.07,0,0,0,0.07,Nintendo
BIT.TRIP SAGA 3DS,Misc,2011,3DS,Rising Star Games,0.09,0.04,0,0.01,0.14,Nintendo
Ace Combat: Assault Horizon Legacy 3DS,Simulation,2011,3DS,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,Nintendo
Imagine: Fashion Designer 3DS,Simulation,2011,3DS,Ubisoft,0.1,0.02,0,0.01,0.13,Nintendo
Zoo Resort 3D 3DS,Simulation,2011,3DS,Ubisoft,0.11,0.09,0.03,0.02,0.25,Nintendo
Cubic Ninja 3DS,Platform,2011,3DS,Ubisoft,0.05,0.04,0,0.01,0.1,Nintendo
Cartoon Network: Punch Time Explosion 3DS,Fighting,2011,3DS,Deep Silver,0.07,0.02,0,0.01,0.1,Nintendo
Thor: God of Thunder 3DS,Action,2011,3DS,Sega,0.06,0.03,0,0.01,0.1,Nintendo
Mahjong 3D: Warriors of the Emperor 3DS,Misc,2011,3DS,DTP Entertainment,0,0.04,0,0,0.05,Nintendo
Need for Speed: The Run 3DS,Action,2011,3DS,Electronic Arts,0.09,0.09,0,0.02,0.19,Nintendo
NASCAR Unleashed 3DS,Racing,2011,3DS,Activision,0.18,0,0,0.01,0.19,Nintendo
BlazBlue: Continuum Shift II 3DS,Fighting,2011,3DS,PQube,0.05,0.01,0.04,0.01,0.11,Nintendo
Shinobi 3DS,Platform,2011,3DS,Sega,0.14,0.07,0,0.02,0.22,Nintendo
Green Lantern: Rise of the Manhunters 3DS,Action,2011,3DS,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,Nintendo
Ben 10 Galactic Racing 3DS,Racing,2011,3DS,D3Publisher,0.07,0.07,0,0.01,0.14,Nintendo
LEGO Star Wars III: The Clone Wars 3DS,Action,2011,3DS,LucasArts,0.61,0.43,0,0.09,1.13,Nintendo
LEGO Pirates of the Caribbean: The Video Game 3DS,Action,2011,3DS,Disney Interactive Studios,0.29,0.27,0,0.06,0.62,Nintendo
Skylanders: Spyro's Adventure 3DS,Action,2011,3DS,Activision,0.32,0.2,0,0.05,0.57,Nintendo
Tales of the Abyss 3DS,Role-Playing,2011,3DS,Namco Bandai Games,0.43,0.19,0.14,0.06,0.83,Nintendo
One Piece Unlimited Cruise SP 3DS,Action,2011,3DS,Namco Bandai Games,0,0,0.3,0,0.3,Nintendo
PilotWings Resort 3DS,Simulation,2011,3DS,Nintendo,0.4,0.36,0.13,0.07,0.95,Nintendo
Nikoli's Pencil Puzzle 3DS,Puzzle,2011,3DS,Hudson Soft,0.05,0.03,0,0.01,0.08,Nintendo
Ridge Racer 3D 3DS,Racing,2011,3DS,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,Nintendo
Pac-Man Party 3D 3DS,Misc,2011,3DS,Namco Bandai Games,0.09,0.04,0,0.01,0.15,Nintendo
Gundam the 3D Battle 3DS,Action,2011,3DS,Namco Bandai Games,0,0,0.08,0,0.08,Nintendo
Rayman 3D 3DS,Platform,2011,3DS,Ubisoft,0.23,0.35,0,0.06,0.64,Nintendo
Jaws: Ultimate Predator 3DS,Action,2011,3DS,Majesco Entertainment,0.11,0,0,0.01,0.12,Nintendo
Gabrielle's Ghostly Groove 3D 3DS,Adventure,2011,3DS,Funbox Media,0.08,0.02,0,0.01,0.11,Nintendo
The Adventures of Tintin: The Game 3DS,Action,2011,3DS,Ubisoft,0.05,0.09,0,0.02,0.15,Nintendo
Cooking Mama 4: Kitchen Magic! 3DS,Simulation,2011,3DS,505 Games,0.5,0.07,0,0.05,0.61,Nintendo
Carnival Games: Wild West 3D 3DS,Misc,2011,3DS,Take-Two Interactive,0.06,0.02,0,0.01,0.09,Nintendo
Captain America: Super Soldier 3DS,Action,2011,3DS,Sega,0.05,0.02,0,0.01,0.08,Nintendo
Brunswick Pro Bowling 3DS,Sports,2011,3DS,Crave Entertainment,0.11,0,0,0.01,0.12,Nintendo
Sonic Generations 3DS,Platform,2011,3DS,Sega,0.44,0.47,0.01,0.09,1.02,Nintendo
Gem Smashers 3DS,Platform,2011,3DS,Crave Entertainment,0.04,0,0,0,0.04,Nintendo
Mario Kart 7 3DS,Racing,2011,3DS,Nintendo,5.03,4.02,2.69,0.91,12.66,Nintendo
FIFA 12 PS2,Sports,2011,PS2,Electronic Arts,0,0.02,0,0.06,0.09,Sony
Moujuutsukai to Oujisama: Snow Bride PS2,Adventure,2011,PS2,Idea Factory,0,0,0.02,0,0.02,Sony
Sangoku Koi Senki: Otome no Heihou! PS2,Adventure,2011,PS2,Prototype,0,0,0.01,0,0.01,Sony
WWE All Stars PS2,Fighting,2011,PS2,THQ,0.05,0.04,0,0.01,0.11,Sony
Pro Evolution Soccer 2012 PS2,Action,2011,PS2,Konami Digital Entertainment,0,0,0.06,0,0.06,Sony
Major League Baseball 2K11 PS2,Sports,2011,PS2,Take-Two Interactive,0.02,0.02,0,0.01,0.05,Sony
MLB 11: The Show PS2,Sports,2011,PS2,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,Sony
FIFA 12 PS3,Sports,2011,PS3,Electronic Arts,0.84,4.3,0.11,1.39,6.65,Sony
The ICO & Shadow of the Colossus Collection PS3,Adventure,2011,PS3,Sony Computer Entertainment,0.67,0.34,0.13,0.17,1.31,Sony
Ratchet & Clank: All 4 One PS3,Platform,2011,PS3,Sony Computer Entertainment,0.75,0.21,0.05,0.12,1.14,Sony
Omerta: City of Gangsters PS3,Simulation,2011,PS3,Konami Digital Entertainment,0.52,0.42,0,0.15,1.1,Sony
Need for Speed: Shift 2 Unleashed PS3,Racing,2011,PS3,Electronic Arts,0.2,0.35,0,0.12,0.67,Sony
Kidou Senshi Gundam: Extreme VS PS3,Fighting,2011,PS3,Namco Bandai Games,0,0,0.54,0,0.54,Sony
Cars 2 PS3,Racing,2011,PS3,Disney Interactive Studios,0.22,0.21,0,0.09,0.52,Sony
Monster Hunter Freedom 2 PS3,Role-Playing,2011,PS3,Capcom,0,0,0.5,0,0.5,Sony
DanceStar Party PS3,Misc,2011,PS3,Sony Computer Entertainment,0,0.34,0,0.1,0.43,Sony
The House of the Dead: Overkill - Extended Cut PS3,Shooter,2011,PS3,Sega,0.15,0.16,0,0.06,0.37,Sony
Pac-Man All-Stars PS3,Fighting,2011,PS3,Namco Bandai Games,0.2,0.07,0.04,0.04,0.35,Sony
Sengoku Musou 3 Z PS3,Action,2011,PS3,Ackkstudios,0,0,0.33,0,0.33,Sony
Jikkyou Powerful Pro Yakyuu 2011 PS3,Sports,2011,PS3,Konami Digital Entertainment,0,0,0.26,0,0.26,Sony
Atelier Meruru: Alchemist of Arland 3 PS3,Role-Playing,2011,PS3,Nippon Ichi Software,0.05,0,0.18,0.01,0.24,Sony
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack PS3,Action,2011,PS3,Namco Bandai Games,0,0,0.22,0,0.22,Sony
Sengoku Basara 3 Utage PS3,Action,2011,PS3,Capcom,0,0,0.22,0,0.22,Sony
Champion Jockey: G1 Jockey & Gallop Racer PS3,Sports,2011,PS3,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,Sony
SingStar: Back to the 80s PS3,Misc,2011,PS3,Sony Computer Entertainment,0,0.16,0,0.04,0.2,Sony
Pro Yaky? Spirits 2011 PS3,Sports,2011,PS3,Konami Digital Entertainment,0,0,0.18,0,0.18,Sony
Biohazard: Revival Selection PS3,Action,2011,PS3,Capcom,0,0,0.18,0,0.18,Sony
EyePet & Friends PS3,Simulation,2011,PS3,Sony Computer Entertainment,0.06,0.08,0,0.03,0.17,Sony
WRC 2: FIA World Rally Championship PS3,Racing,2011,PS3,Ubisoft,0,0.12,0,0.04,0.16,Sony
The Idolm@ster 2 PS3,Misc,2011,PS3,Namco Bandai Games,0,0,0.16,0,0.16,Sony
Sengoku Musou 3 Empires PS3,Action,2011,PS3,Tecmo Koei,0,0,0.14,0,0.14,Sony
SBK 2011: FIM Superbike World Championship PS3,Racing,2011,PS3,Black Bean Games,0.01,0.09,0,0.03,0.13,Sony
My Fitness Coach: Club PS3,Sports,2011,PS3,Ubisoft,0,0.1,0,0.02,0.12,Sony
After Hours Athletes PS3,Sports,2011,PS3,Sony Computer Entertainment,0,0.1,0,0.02,0.12,Sony
Tom Clancy's Splinter Cell Trilogy PS3,Action,2011,PS3,Ubisoft,0,0.09,0,0.02,0.11,Sony
